risk_profile,investment_horizon,investment_amount,recommended_stock_category,recommended_mf_category
Aggressive,Medium-term,302592,Small-Cap,ELSS
Aggressive,Long-term,483119,Small-Cap,ELSS
Moderate,Medium-term,428336,Blend,Equity
Moderate,Short-term,803287,Value,Hybrid
Conservative,Long-term,459769,Index,Debt
Aggressive,Short-term,471849,Small-Cap,Equity
Conservative,Medium-term,185657,Value,Hybrid
Aggressive,Medium-term,666444,Growth,ELSS
Aggressive,Medium-term,108856,Growth,ELSS
Aggressive,Long-term,163016,Small-Cap,ELSS
Moderate,Long-term,961425,Growth,Equity
Moderate,Short-term,71282,Value,Hybrid
Aggressive,Long-term,97393,Growth,ELSS
Conservative,Long-term,716757,Dividend,Index
Aggressive,Medium-term,664110,Small-Cap,Equity
Aggressive,Short-term,552358,Growth,Equity
Conservative,Medium-term,720347,Index,Debt
Aggressive,Short-term,780741,Growth,Equity
Conservative,Short-term,66690,Index,Debt
Moderate,Long-term,755371,Growth,Index
Moderate,Medium-term,595422,Index,Hybrid
Conservative,Long-term,532386,Index,Hybrid
Moderate,Long-term,884187,Index,ELSS
Moderate,Long-term,379137,Growth,ELSS
Conservative,Short-term,462655,Index,Debt
Moderate,Medium-term,303633,Index,Equity
Aggressive,Medium-term,33178,Growth,Equity
Aggressive,Long-term,875451,Small-Cap,Equity
Conservative,Short-term,330100,Dividend,Debt
Moderate,Medium-term,188874,Growth,Hybrid
Aggressive,Medium-term,775823,Growth,ELSS
Aggressive,Long-term,72778,Growth,Equity
Moderate,Short-term,198791,Index,Index
Moderate,Long-term,961077,Growth,Index
Aggressive,Medium-term,436904,Small-Cap,ELSS
Aggressive,Short-term,645754,Small-Cap,Equity
Conservative,Long-term,128292,Index,Hybrid
Conservative,Medium-term,896179,Dividend,Hybrid
Aggressive,Long-term,246424,Small-Cap,ELSS
Conservative,Long-term,56475,Dividend,Index
Aggressive,Long-term,322841,Small-Cap,ELSS
Aggressive,Short-term,961482,Growth,Equity
Conservative,Medium-term,170749,Dividend,Debt
Conservative,Medium-term,20272,Dividend,Hybrid
Moderate,Medium-term,933716,Growth,Equity
Moderate,Medium-term,817503,Growth,Equity
Moderate,Short-term,523214,Index,Index
Aggressive,Long-term,118644,Growth,ELSS
Conservative,Medium-term,216308,Dividend,Hybrid
Aggressive,Short-term,891948,Small-Cap,Equity
Conservative,Long-term,158369,Index,Debt
Aggressive,Short-term,717292,Small-Cap,Equity
Moderate,Short-term,247957,Value,Index
Moderate,Medium-term,984388,Index,Equity
Moderate,Medium-term,431841,Growth,Hybrid
Aggressive,Long-term,563119,Growth,Equity
Conservative,Long-term,785035,Index,Debt
Conservative,Medium-term,390457,Dividend,Hybrid
Moderate,Short-term,658238,Value,Hybrid
Moderate,Medium-term,459694,Index,Index
Moderate,Long-term,335053,Index,Equity
Moderate,Short-term,825799,Index,Hybrid
Conservative,Short-term,711173,Dividend,Debt
Aggressive,Short-term,504090,Small-Cap,Equity
Aggressive,Medium-term,554409,Small-Cap,Equity
Aggressive,Medium-term,307691,Small-Cap,Equity
Aggressive,Long-term,335786,Small-Cap,ELSS
Moderate,Short-term,297058,Index,Hybrid
Moderate,Short-term,388808,Index,Hybrid
Moderate,Medium-term,513148,Index,Equity
Aggressive,Long-term,682538,Small-Cap,Equity
Moderate,Long-term,77258,Index,Index
Moderate,Short-term,744781,Value,Hybrid
Conservative,Medium-term,70563,Value,Debt
Conservative,Short-term,191122,Dividend,Debt
Moderate,Medium-term,859039,Index,Equity
Conservative,Long-term,75638,Index,Hybrid
Conservative,Short-term,889403,Dividend,Debt
Moderate,Short-term,792428,Index,Hybrid
Moderate,Short-term,416478,Index,Hybrid
Moderate,Long-term,410669,Index,ELSS
Moderate,Short-term,773303,Index,Index
Aggressive,Long-term,710534,Growth,ELSS
Aggressive,Medium-term,913152,Growth,ELSS
Moderate,Long-term,874192,Growth,Equity
Conservative,Medium-term,933676,Dividend,Hybrid
Moderate,Long-term,611076,Growth,Equity
Moderate,Long-term,814350,Growth,Index
Conservative,Short-term,803629,Dividend,Debt
Aggressive,Long-term,369271,Small-Cap,ELSS
Moderate,Short-term,679037,Index,Hybrid
Moderate,Medium-term,414255,Index,Index
Aggressive,Medium-term,824217,Small-Cap,ELSS
Aggressive,Short-term,276714,Small-Cap,Equity
Conservative,Medium-term,82242,Value,Hybrid
Aggressive,Long-term,414871,Growth,Equity
Aggressive,Short-term,239810,Growth,Equity
Aggressive,Short-term,57907,Growth,ELSS
Conservative,Short-term,805881,Index,Debt
Aggressive,Medium-term,821062,Small-Cap,Equity
Aggressive,Medium-term,346802,Growth,ELSS
Conservative,Long-term,56371,Index,Debt
Aggressive,Long-term,938495,Small-Cap,ELSS
Aggressive,Short-term,559175,Growth,Equity
Conservative,Long-term,548147,Index,Hybrid
Moderate,Medium-term,951144,Growth,Index
Conservative,Long-term,320483,Dividend,Index
Aggressive,Medium-term,494284,Small-Cap,ELSS
Aggressive,Long-term,507981,Small-Cap,Equity
Aggressive,Medium-term,194307,Growth,Equity
Conservative,Medium-term,507516,Value,Hybrid
Aggressive,Long-term,506372,Small-Cap,ELSS
Aggressive,Long-term,798944,Growth,Equity
Conservative,Medium-term,877414,Dividend,Debt
Moderate,Short-term,818344,Index,Hybrid
Moderate,Long-term,764927,Index,Equity
Aggressive,Medium-term,654927,Small-Cap,Equity
Conservative,Long-term,176587,Index,Debt
Aggressive,Long-term,418632,Small-Cap,Equity
Conservative,Long-term,476032,Dividend,Debt
Conservative,Long-term,741870,Index,Index
Moderate,Long-term,387925,Index,Equity
Moderate,Short-term,446962,Value,Index
Conservative,Short-term,184847,Dividend,Debt
Aggressive,Short-term,374211,Small-Cap,Equity
Moderate,Medium-term,525255,Index,Equity
Aggressive,Short-term,533966,Growth,ELSS
Moderate,Short-term,284371,Value,Index
Moderate,Medium-term,416247,Index,Hybrid
Aggressive,Short-term,249891,Small-Cap,Equity
Moderate,Long-term,829432,Growth,Index
Moderate,Short-term,847685,Index,Hybrid
Aggressive,Short-term,645136,Growth,Equity
Moderate,Short-term,339708,Index,Hybrid
Moderate,Long-term,655209,Growth,Index
Moderate,Long-term,892401,Growth,ELSS
Aggressive,Long-term,394758,Growth,ELSS
Conservative,Long-term,159385,Dividend,Debt
Aggressive,Medium-term,255398,Small-Cap,Equity
Conservative,Long-term,347330,Index,Index
Moderate,Long-term,232832,Index,ELSS
Conservative,Long-term,460967,Dividend,Hybrid
Aggressive,Long-term,324636,Small-Cap,Equity
Aggressive,Medium-term,302508,Small-Cap,Equity
Moderate,Short-term,421577,Value,Index
Conservative,Short-term,602237,Dividend,Debt
Moderate,Long-term,116330,Index,ELSS
Moderate,Long-term,434286,Growth,Equity
Aggressive,Long-term,113722,Small-Cap,Equity
Conservative,Short-term,687769,Dividend,Debt
Conservative,Short-term,39854,Dividend,Debt
Conservative,Long-term,106742,Index,Debt
Conservative,Short-term,653913,Index,Debt
Moderate,Medium-term,563943,Growth,Equity
Moderate,Long-term,937456,Growth,Equity
Aggressive,Long-term,439581,Growth,ELSS
Moderate,Medium-term,486514,Index,Equity
Moderate,Medium-term,862588,Growth,Equity
Aggressive,Short-term,240305,Small-Cap,ELSS
Aggressive,Medium-term,131232,Growth,ELSS
Aggressive,Long-term,722084,Growth,ELSS
Moderate,Short-term,287599,Index,Index
Moderate,Medium-term,753106,Growth,Equity
Aggressive,Short-term,975177,Small-Cap,ELSS
Aggressive,Short-term,666334,Small-Cap,Equity
Aggressive,Short-term,809111,Small-Cap,Equity
Moderate,Short-term,202863,Value,Index
Moderate,Medium-term,37429,Growth,Equity
Conservative,Long-term,290217,Index,Hybrid
Moderate,Long-term,604495,Growth,ELSS
Moderate,Medium-term,40365,Blend,Equity
Moderate,Long-term,524824,Growth,Equity
Aggressive,Short-term,983432,Growth,Equity
Moderate,Short-term,777263,Index,Index
Aggressive,Short-term,514330,Growth,Equity
Conservative,Medium-term,870885,Index,Debt
Conservative,Short-term,116657,Index,Debt
Aggressive,Short-term,17784,Small-Cap,Equity
Aggressive,Medium-term,384673,Small-Cap,Equity
Aggressive,Short-term,140229,Growth,Equity
Moderate,Short-term,242273,Index,Hybrid
Conservative,Long-term,261428,Dividend,Hybrid
Aggressive,Medium-term,655201,Small-Cap,ELSS
Moderate,Short-term,530715,Index,Hybrid
Conservative,Short-term,153363,Dividend,Debt
Moderate,Short-term,487678,Value,Hybrid
Conservative,Short-term,822586,Dividend,Debt
Moderate,Long-term,792234,Index,Index
Conservative,Long-term,822082,Index,Debt
Conservative,Long-term,515092,Index,Hybrid
Moderate,Long-term,209813,Growth,ELSS
Aggressive,Medium-term,243420,Small-Cap,Equity
Conservative,Short-term,105830,Dividend,Debt
Aggressive,Long-term,308345,Growth,ELSS
Moderate,Short-term,442695,Index,Hybrid
Aggressive,Medium-term,82920,Small-Cap,ELSS
Aggressive,Short-term,223869,Growth,Equity
Aggressive,Short-term,977747,Growth,Equity
Aggressive,Long-term,471811,Growth,ELSS
Aggressive,Long-term,697094,Small-Cap,Equity
Conservative,Medium-term,754287,Value,Debt
Conservative,Short-term,91451,Index,Debt
Conservative,Long-term,771177,Dividend,Debt
Moderate,Long-term,384313,Growth,ELSS
Aggressive,Long-term,109978,Small-Cap,ELSS
Conservative,Medium-term,52568,Dividend,Hybrid
Moderate,Short-term,782874,Value,Hybrid
Conservative,Long-term,691153,Index,Hybrid
Conservative,Short-term,324348,Dividend,Debt
Aggressive,Medium-term,974250,Small-Cap,ELSS
Moderate,Short-term,959493,Value,Hybrid
Aggressive,Long-term,714825,Growth,ELSS
Aggressive,Short-term,756201,Small-Cap,ELSS
Conservative,Short-term,726743,Dividend,Debt
Aggressive,Medium-term,551055,Small-Cap,Equity
Moderate,Medium-term,310796,Blend,Hybrid
Aggressive,Short-term,486948,Small-Cap,Equity
Aggressive,Short-term,94244,Small-Cap,ELSS
Aggressive,Short-term,416599,Growth,Equity
Conservative,Medium-term,474000,Dividend,Debt
Moderate,Medium-term,373877,Index,Equity
Conservative,Short-term,332233,Dividend,Debt
Conservative,Medium-term,36440,Dividend,Debt
Conservative,Long-term,324587,Index,Index
Conservative,Medium-term,852757,Value,Hybrid
Conservative,Medium-term,752126,Dividend,Debt
Moderate,Medium-term,760550,Index,Equity
Aggressive,Long-term,65919,Small-Cap,ELSS
Conservative,Long-term,157683,Dividend,Hybrid
Conservative,Long-term,204555,Index,Hybrid
Moderate,Short-term,425673,Index,Index
Moderate,Short-term,937760,Index,Hybrid
Aggressive,Long-term,982360,Small-Cap,ELSS
Moderate,Short-term,836965,Index,Index
Aggressive,Short-term,371970,Growth,ELSS
Conservative,Short-term,633283,Dividend,Debt
Conservative,Long-term,693641,Index,Hybrid
Aggressive,Medium-term,863707,Small-Cap,Equity
Moderate,Long-term,929029,Growth,ELSS
Aggressive,Long-term,681813,Small-Cap,ELSS
Moderate,Short-term,933755,Value,Index
Conservative,Short-term,905176,Dividend,Debt
Moderate,Medium-term,29507,Index,Equity
Aggressive,Medium-term,744756,Small-Cap,Equity
Aggressive,Medium-term,752004,Growth,ELSS
Conservative,Medium-term,955410,Value,Debt
Moderate,Long-term,476401,Index,Equity
Moderate,Medium-term,502807,Index,Equity
Moderate,Long-term,285337,Growth,Index
Conservative,Short-term,499774,Dividend,Debt
Moderate,Medium-term,369336,Index,Index
Aggressive,Short-term,772431,Growth,Equity
Moderate,Short-term,746809,Index,Hybrid
Conservative,Long-term,336186,Index,Debt
Moderate,Medium-term,331660,Blend,Hybrid
Moderate,Long-term,534168,Index,Equity
Aggressive,Short-term,484381,Growth,Equity
Moderate,Medium-term,171764,Growth,Hybrid
Aggressive,Short-term,866922,Growth,Equity
Aggressive,Short-term,43512,Small-Cap,ELSS
Conservative,Medium-term,676079,Index,Debt
Aggressive,Medium-term,720787,Growth,Equity
Aggressive,Medium-term,955153,Growth,ELSS
Conservative,Long-term,22402,Index,Debt
Aggressive,Long-term,899312,Small-Cap,Equity
Conservative,Short-term,654052,Dividend,Debt
Moderate,Medium-term,674576,Blend,Hybrid
Conservative,Short-term,255739,Dividend,Debt
Aggressive,Short-term,41050,Growth,Equity
Conservative,Short-term,630096,Dividend,Debt
Aggressive,Short-term,60093,Small-Cap,Equity
Moderate,Short-term,15050,Value,Index
Conservative,Medium-term,843148,Index,Debt
Moderate,Long-term,125455,Growth,ELSS
Aggressive,Medium-term,405654,Small-Cap,Equity
Aggressive,Medium-term,526929,Small-Cap,Equity
Moderate,Medium-term,905118,Growth,Hybrid
Conservative,Long-term,581719,Index,Debt
Conservative,Long-term,253445,Index,Hybrid
Aggressive,Long-term,288904,Small-Cap,ELSS
Moderate,Medium-term,681833,Index,Equity
Moderate,Long-term,53815,Index,Equity
Conservative,Short-term,727820,Index,Debt
Conservative,Long-term,412473,Index,Hybrid
Conservative,Medium-term,622274,Value,Hybrid
Moderate,Medium-term,35634,Blend,Equity
Conservative,Short-term,332547,Dividend,Debt
Conservative,Long-term,56573,Index,Index
Aggressive,Long-term,956152,Small-Cap,ELSS
Conservative,Short-term,758072,Dividend,Debt
Conservative,Medium-term,976484,Dividend,Debt
Moderate,Medium-term,661387,Index,Equity
Moderate,Long-term,806728,Growth,ELSS
Aggressive,Long-term,463413,Small-Cap,ELSS
Conservative,Long-term,818391,Index,Index
Aggressive,Long-term,24570,Small-Cap,ELSS
Moderate,Long-term,307567,Growth,ELSS
Aggressive,Medium-term,90263,Small-Cap,Equity
Moderate,Medium-term,421115,Blend,Equity
Aggressive,Medium-term,701145,Growth,ELSS
Aggressive,Medium-term,122446,Growth,Equity
Conservative,Short-term,728166,Index,Debt
Aggressive,Medium-term,853395,Small-Cap,Equity
Conservative,Short-term,508863,Dividend,Debt
Conservative,Medium-term,481091,Dividend,Debt
Conservative,Long-term,44341,Dividend,Debt
Conservative,Long-term,539885,Dividend,Debt
Aggressive,Long-term,495864,Small-Cap,ELSS
Moderate,Short-term,505446,Value,Index
Moderate,Medium-term,413460,Index,Hybrid
Moderate,Medium-term,669156,Blend,Hybrid
Aggressive,Short-term,117127,Small-Cap,Equity
Conservative,Short-term,85589,Index,Debt
Moderate,Short-term,431744,Index,Hybrid
Aggressive,Short-term,781280,Growth,ELSS
Conservative,Short-term,421864,Index,Debt
Moderate,Long-term,880399,Index,Equity
Conservative,Medium-term,141607,Dividend,Debt
Moderate,Short-term,320613,Index,Index
Moderate,Long-term,205984,Growth,ELSS
Moderate,Short-term,840925,Index,Hybrid
Conservative,Long-term,999921,Index,Index
Aggressive,Short-term,580073,Growth,ELSS
Conservative,Medium-term,787426,Dividend,Hybrid
Moderate,Short-term,357161,Index,Index
Conservative,Short-term,379915,Dividend,Debt
Aggressive,Medium-term,401170,Growth,Equity
Conservative,Medium-term,504593,Index,Debt
Aggressive,Short-term,517483,Small-Cap,Equity
Aggressive,Medium-term,469777,Growth,Equity
Conservative,Medium-term,696229,Dividend,Debt
Moderate,Long-term,206166,Index,Index
Aggressive,Medium-term,765715,Small-Cap,ELSS
Conservative,Medium-term,40192,Dividend,Hybrid
Aggressive,Short-term,210229,Growth,Equity
Moderate,Short-term,614229,Value,Index
Conservative,Long-term,853976,Index,Debt
Conservative,Short-term,669763,Dividend,Debt
Conservative,Medium-term,963595,Index,Debt
Moderate,Medium-term,717870,Blend,Equity
Aggressive,Medium-term,15017,Small-Cap,ELSS
Conservative,Short-term,180275,Dividend,Debt
Aggressive,Medium-term,721833,Small-Cap,ELSS
Aggressive,Medium-term,193195,Small-Cap,ELSS
Moderate,Long-term,320404,Index,Equity
Conservative,Long-term,55938,Dividend,Debt
Aggressive,Long-term,199001,Growth,ELSS
Conservative,Short-term,95265,Dividend,Debt
Conservative,Medium-term,497182,Dividend,Hybrid
Moderate,Medium-term,900552,Blend,Equity
Conservative,Medium-term,178444,Dividend,Debt
Conservative,Long-term,898160,Index,Debt
Aggressive,Medium-term,718612,Small-Cap,Equity
Moderate,Medium-term,286772,Index,Equity
Conservative,Medium-term,395383,Dividend,Debt
Aggressive,Medium-term,153573,Growth,ELSS
Moderate,Medium-term,652453,Growth,Equity
Moderate,Short-term,957635,Value,Hybrid
Aggressive,Medium-term,885534,Small-Cap,Equity
Aggressive,Short-term,885792,Small-Cap,Equity
Aggressive,Medium-term,653634,Small-Cap,ELSS
Aggressive,Short-term,340492,Growth,ELSS
Aggressive,Medium-term,370492,Growth,ELSS
Conservative,Medium-term,102862,Index,Debt
Conservative,Medium-term,256393,Dividend,Debt
Moderate,Medium-term,531627,Index,Index
Conservative,Long-term,19402,Dividend,Hybrid
Conservative,Medium-term,626149,Index,Hybrid
Conservative,Short-term,983460,Dividend,Debt
Aggressive,Long-term,922553,Growth,ELSS
Moderate,Long-term,192992,Index,Equity
Moderate,Medium-term,272084,Growth,Index
Moderate,Short-term,641377,Index,Hybrid
Moderate,Short-term,560288,Index,Hybrid
Conservative,Long-term,886227,Index,Debt
Conservative,Short-term,647173,Dividend,Debt
Aggressive,Medium-term,732822,Small-Cap,Equity
Moderate,Medium-term,993896,Index,Index
Conservative,Medium-term,802420,Dividend,Debt
Conservative,Medium-term,215351,Value,Hybrid
Aggressive,Medium-term,853431,Small-Cap,ELSS
Aggressive,Long-term,997178,Small-Cap,Equity
Aggressive,Medium-term,250456,Small-Cap,ELSS
Conservative,Medium-term,222690,Dividend,Debt
Conservative,Long-term,456642,Index,Index
Aggressive,Long-term,986328,Small-Cap,Equity
Moderate,Long-term,123174,Growth,ELSS
Aggressive,Short-term,764270,Growth,Equity
Aggressive,Short-term,215471,Growth,Equity
Aggressive,Medium-term,594947,Growth,Equity
Aggressive,Medium-term,965294,Small-Cap,ELSS
Conservative,Medium-term,780064,Value,Hybrid
Moderate,Short-term,105343,Index,Hybrid
Aggressive,Medium-term,425334,Growth,Equity
Moderate,Medium-term,193097,Index,Equity
Moderate,Short-term,918885,Index,Index
Moderate,Long-term,69938,Growth,Index
Aggressive,Short-term,15149,Small-Cap,Equity
Conservative,Medium-term,572367,Value,Hybrid
Aggressive,Short-term,667844,Growth,ELSS
Moderate,Long-term,982978,Index,ELSS
Moderate,Long-term,493943,Index,Equity
Conservative,Long-term,385460,Index,Hybrid
Aggressive,Long-term,320745,Growth,ELSS
Moderate,Long-term,524681,Growth,Index
Conservative,Long-term,783253,Dividend,Index
Moderate,Medium-term,840241,Blend,Equity
Conservative,Medium-term,161863,Dividend,Hybrid
Conservative,Short-term,734703,Index,Debt
Aggressive,Medium-term,167720,Growth,Equity
Moderate,Long-term,434306,Index,Equity
Aggressive,Medium-term,362780,Small-Cap,ELSS
Moderate,Short-term,664654,Value,Index
Aggressive,Long-term,237557,Small-Cap,ELSS
Moderate,Medium-term,111477,Growth,Index
Aggressive,Medium-term,27857,Growth,Equity
Conservative,Short-term,921737,Dividend,Debt
Moderate,Long-term,203399,Index,Equity
Moderate,Short-term,777876,Value,Hybrid
Conservative,Long-term,234458,Dividend,Debt
Aggressive,Long-term,783386,Small-Cap,ELSS
Moderate,Medium-term,184039,Index,Equity
Moderate,Short-term,850141,Value,Hybrid
Aggressive,Short-term,995452,Growth,Equity
Conservative,Short-term,189933,Index,Debt
Aggressive,Long-term,651127,Growth,ELSS
Aggressive,Short-term,734078,Small-Cap,Equity
Aggressive,Long-term,133307,Growth,Equity
Moderate,Short-term,132850,Index,Hybrid
Conservative,Short-term,30948,Dividend,Debt
Conservative,Medium-term,305926,Index,Debt
Aggressive,Short-term,716116,Growth,ELSS
Moderate,Medium-term,879221,Growth,Equity
Aggressive,Medium-term,639505,Small-Cap,ELSS
Moderate,Long-term,766391,Index,Equity
Moderate,Short-term,209460,Value,Hybrid
Moderate,Short-term,487744,Index,Hybrid
Moderate,Short-term,994313,Index,Index
Conservative,Medium-term,148721,Value,Debt
Moderate,Short-term,694362,Index,Hybrid
Moderate,Long-term,569011,Growth,Equity
Aggressive,Long-term,84314,Small-Cap,Equity
Aggressive,Short-term,886744,Growth,ELSS
